L1PhaseSet,L2PhaseSet,currentProfileBinData,maximizeMe
-29.234366471987656,-42.06511707730987,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   5  11  20  30  39  46  51  56  63  73
  85  99 117 139 165 192 222 258 303 355 406 449 482 509 543 602 699 806
 856 792 623 417 242 125  59  25  10   3   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0023361935468132465
-29.212854865452222,-41.85922333662408,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   5  11  20  30  41  50  58  64  70  75  81
  91 105 125 148 173 201 230 255 276 298 332 381 436 484 523 569 645 749
 837 839 718 512 303 149  62  21   6   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0023324856288495445
-29.220077725907593,-41.867394447445086,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   3   7  14  23  32  41  48  53  57  63  71  85
 104 127 154 183 213 242 270 291 302 307 318 344 385 423 445 465 514 613
 738 817 784 631 421 231 104  39  11   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002331135331905715
-29.20022941087651,-42.00941597691342,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   3   8  16  25  35  44  54  63  74  85
  99 120 147 177 202 220 234 254 285 321 357 393 426 457 495 562 672 798
 871 827 667 457 271 143  69  30  11   3   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002329616676805178
-29.2300529881727,-42.02424674718679,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4  10  19  29  40  48  53  57  61  66
  75  92 118 153 190 223 255 291 330 362 375 380 398 448 530 634 744 830
 847 769 611 424 261 142  69  29  10   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002325166448638209
-29.22728809049647,-42.017273644154876,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  12  21  31  41  48  55  62  70  79
  90 106 127 154 183 211 236 259 282 310 347 390 438 492 564 657 754 823
 828 749 598 418 258 143  74  36  16   6   2   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002324343499812835
-29.207529892222194,-41.894225607547874,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   3   7  14  22  30  38  45  51  57  63  71  81
  96 115 139 164 183 197 214 239 275 317 360 402 439 468 492 531 614 738
 846 856 732 519 306 153  66  25   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0023188440864713392
-29.229080755442354,-41.89941964822227,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   6  12  21  30  40  49  57  62  67  73  82
  95 116 144 177 210 236 250 254 257 268 297 346 409 467 506 534 587 689
 806 851 762 564 346 178  79  31  11   3   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0023070030399283733
-29.207639812985416,-41.913463891904065,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   4   9  17  25  33  39  44  50  57  66  78  91
 105 122 141 163 188 216 247 275 296 310 321 338 366 408 459 520 603 710
 811 841 753 571 364 196  90  35  11   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022967093126418244
-29.216896945493346,-41.99848449965822,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   5  10  19  28  37  45  53  62  71  80
  89 102 118 140 166 196 230 268 307 346 381 413 446 488 543 618 715 814
 858 796 631 425 248 129  61  26   9   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.00229538388464316
-29.22748131718224,-42.00011527959431,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  13  22  32  42  51  57  61  66  74
  87 105 129 158 193 234 278 318 346 361 366 373 388 412 441 488 576 708
 832 865 759 549 327 161  66  23   6   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022953113247487873
-29.240049888408183,-42.02348124514126,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   2   6  13  22  31  40  49  58  67  74  80
  85  92 105 125 156 195 237 275 304 329 363 414 475 529 572 623 704 799
 848 790 626 419 241 125  61  28  12   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022941996006664673
-29.221156374567407,-42.099732274044925,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   3   7  14  23  32  41  48  55  61  67
  76  89 109 135 165 193 221 253 300 360 422 473 515 554 600 660 738 809
 819 732 566 381 228 124  61  28  11   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002282296195627438
-29.237080328781353,-42.03697186580139,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4  10  18  28  38  47  53  59  65  73
  85 102 126 155 187 217 241 261 279 304 344 403 470 533 588 650 731 812
 840 767 601 403 237 127  65  32  14   5   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002279406915302406
-29.233655795188636,-41.99122301678143,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   7  13  21  29  36  44  52  61  69  77
  87 100 120 151 191 233 268 288 293 295 307 343 409 498 593 678 751 806
 821 759 614 430 263 144  72  33  13   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022784837142748727
-29.21959225147017,-41.985322997257896,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  13  21  30  39  46  53  62  71  82
  95 110 125 142 161 183 211 243 282 325 368 411 458 516 582 653 732 806
 836 776 622 427 253 132  62  26   9   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002277892508410611
-29.218772560352285,-41.98592677903355,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  14  22  30  37  44  50  57  64  72
  81  95 115 145 180 216 246 266 282 302 334 382 447 529 620 709 781 815
 794 710 574 414 265 150  75  33  12   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002276811792315661
-29.226954889928177,-41.93112219170475,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  13  24  35  45  52  57  61  68  80
 101 129 162 193 218 237 253 271 290 311 332 352 373 401 445 514 611 728
 829 849 750 556 343 176  75  27   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022766347724511187
-29.21813796183423,-41.97334433593694,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4   9  17  27  36  44  52  59  68  79
  92 108 130 157 185 211 234 253 272 302 348 406 465 515 561 617 701 800
 858 811 650 438 251 126  57  24   9   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002276605273154414
-29.206862430651633,-42.00941597691342,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   2   6  13  23  34  45  55  63  70  76
  85  98 119 145 173 202 233 269 310 353 394 429 460 496 547 624 725 824
 859 784 612 409 237 120  54  21   7   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022675853558506267
-29.22728809049647,-42.017273644154876,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4   9  17  27  36  43  48  54  61  70
  83 100 123 153 188 225 256 278 292 306 333 380 446 521 599 678 758 820
 828 752 597 411 247 131  62  27  10   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002261887772165292
-29.209343620143585,-41.88224305299901,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   5  12  21  30  38  45  51  58  64  71  78
  90 110 138 172 204 230 251 276 306 337 362 377 390 408 436 487 578 707
 828 863 765 564 344 173  73  26   7   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022615869569062048
-29.214716885459946,-41.94137693369734,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4  10  18  27  36  44  49  55  60  67  75
  87 104 128 158 191 224 256 287 318 350 382 409 425 431 440 474 560 700
 837 876 767 552 325 157  63  21   6   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022605812547965907
-29.22584606488607,-41.97355926497299,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   5  11  20  29  39  46  52  56  59  63  69
  80  97 121 152 189 234 285 331 356 352 332 320 336 382 459 560 673 776
 835 814 700 519 328 175  79  29   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022596749614511693
-29.224269424040003,-42.0023300097156,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   7  14  24  34  44  52  58  63  69  76
  85  98 118 147 181 216 246 271 293 319 351 392 437 482 531 599 698 809
 869 814 649 438 256 133  62  26  10   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022567499488085193
-29.214307520360993,-41.81912248600761,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   4   9  18  27  36  43  49  54  62  73  87 104
 122 140 155 164 172 186 209 242 277 308 336 366 399 431 456 488 552 660
 779 837 777 606 393 212  95  35  11   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002251452937390622
-29.201489416212535,-42.0023300097156,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4  10  18  28  38  46  52  58  64  73
  84  98 118 145 177 208 235 258 284 320 365 418 474 531 589 657 740 818
 840 762 595 399 235 125  62  29  12   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022490942191280587
-29.23774007052307,-42.031346910364604,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  12  22  33  43  50  56  61  65  71
  79  91 111 138 167 196 223 248 275 309 356 420 495 568 628 681 738 794
 810 746 596 408 241 127  62  29  13   5   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022451285151431294
-29.215358757721756,-41.886094779530524,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   5  12  21  32  42  49  55  60  67  75  86
 100 118 139 163 187 211 233 251 266 281 304 342 395 456 520 592 680 776
 842 823 696 501 307 162  76  32  12   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022450606174269534
-29.235698580853132,-41.94314928818084,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   9  18  28  37  45  50  56  62  69  77
  87 101 122 153 191 228 257 276 289 305 328 360 399 451 519 608 714 812
 856 808 664 469 282 145  63  23   7   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022416285087923106
-29.208038758633148,-41.88852952678389,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   9  17  26  36  46  53  60  67  75  85
 100 119 141 166 192 218 241 261 278 293 310 337 378 436 509 598 698 793
 847 814 682 492 305 164  77  32  11   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022405029615410613
-29.218384141524897,-41.93784267335766,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   9  18  28  39  47  54  60  66  72  78
  88 102 121 144 168 191 217 252 295 335 363 380 402 452 535 642 751 828
 842 771 627 448 280 153  72  29  10   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022349396178316973
-29.218540397250457,-42.00083121836943,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  13  22  33  43  51  56  60  65  71
  82  98 122 149 178 208 239 272 307 346 388 426 451 461 479 537 651 790
 880 850 691 468 266 129  56  22   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022319704928309
-29.216461515398752,-41.898221065447444,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   5  11  20  31  41  50  56  59  60  63  69
  80  98 123 154 189 223 252 277 298 319 342 368 399 438 489 560 661 778
 862 848 713 503 297 148  63  23   7   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002228664394015044
-29.229683742097055,-41.98216672247759,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   5  11  20  32  43  52  58  65  73  84
 100 123 150 178 202 218 229 239 252 274 306 352 411 481 558 642 732 809
 838 784 644 459 283 152  72  30  11   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022283545083633723
-29.213933794410096,-41.874731142823535,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   6  13  22  33  41  47  52  56  61  69  81
  96 113 132 150 170 195 229 270 312 342 356 361 374 411 478 573 685 793
 856 827 694 497 304 160  73  29  10   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022277074856397448
-29.227755464877944,-41.91377615300352,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4  10  19  29  40  50  58  65  71  78  89
 106 130 158 183 202 218 237 261 286 306 320 338 371 416 461 507 576 685
 804 854 775 585 366 190  83  31  10   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002224409260049597
-29.23734448907855,-42.03826311652195,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4  10  18  27  37  45  53  60  68  76
  87 104 132 172 225 282 331 362 370 363 351 347 355 375 405 449 527 646
 775 838 776 599 381 199  85  29   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002222392337776205
-29.227422043325767,-41.99354459622716,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  13  22  32  40  47  54  61  69  79
  92 110 131 155 180 203 225 248 275 306 340 382 439 512 592 671 748 817
 836 764 605 413 250 138  70  33  13   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022210544191285614
-29.227755464877944,-41.92056316928912,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   5  10  19  29  40  48  54  58  61  66  73
  85 102 123 151 184 221 260 294 317 328 335 345 368 412 484 584 699 804
 857 818 683 490 301 158  71  27   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002218309398474031
-29.233377934525215,-41.99010912988831,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4  10  18  28  39  47  53  56  60  65
  76  91 112 137 165 195 227 264 310 365 420 461 483 497 528 600 711 822
 866 799 629 420 237 113  46  16   4   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.00221512875945813
-29.223788510260835,-42.0236462390726,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   3   8  16  27  38  48  56  63  71  81
  93 112 136 164 191 216 240 267 300 337 374 407 432 450 476 538 653 794
 886 853 690 467 267 132  58  23   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.00221262223882789
-29.210099316930425,-42.09366361127224,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   2   6  12  22  34  46  57  68  77
  86  95 110 135 172 219 269 314 349 374 393 412 439 482 549 642 752 841
 857 763 585 387 224 117  55  23   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002211702065244572
-29.218622724352358,-41.923065978740496,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  16  27  38  48  54  60  66  72  81
  93 110 131 154 179 206 233 259 286 317 353 389 416 439 473 543 657 787
 870 847 707 501 300 154  67  25   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0022091101120922346
-29.228773084673318,-41.94137693369734,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   5  12  20  29  39  47  54  61  67  74  83
  96 114 139 169 203 241 276 303 317 319 318 324 344 378 432 514 625 744
 831 836 735 554 353 189  85  32  10   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0021988114239078144
-29.210783992034386,-41.94009909822337,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   9  17  28  38  47  54  58  62  69  78
  92 110 135 166 200 234 263 283 297 307 317 331 357 404 482 589 709 811
 855 807 672 488 309 169  80  32  10   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0021950260433428056
-29.212956656367933,-41.92882234547077,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  16  26  37  46  54  61  68  75  83
  95 112 134 159 188 221 257 291 321 347 372 394 407 410 419 460 553 693
 827 872 776 571 345 172  71  24   7   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002194735262747586
-29.190126245814714,-41.985322997257896,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   2   6  12  21  30  40  49  58  69  81
  96 114 134 156 177 201 231 266 300 325 348 385 448 530 612 688 762 825
 832 745 576 386 230 127  66  32  13   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0021829326640109663
-29.20129620115502,-41.83368030109064,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   3   7  15  24  34  44  52  59  64  69  74  82
  95 116 143 169 191 206 222 249 288 330 365 384 394 408 435 487 578 705
 826 866 775 576 354 179  75  26   7   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0021635039823413764
-29.223564966530976,-42.01216973580234,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   3   7  15  25  36  46  54  60  67  75
  86 101 121 145 170 195 222 257 301 350 397 433 462 493 542 622 731 835
 872 794 618 409 234 117  53  21   7   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0021567156523221694
-29.22137378796859,-41.89967690071856,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   5  10  19  29  39  47  55  63  71  80  90
 103 118 137 157 180 208 241 272 294 303 306 319 357 422 507 604 708 804
 852 812 675 485 302 166  81  36  14   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002146644492420619
-29.21600235768191,-41.93958565641733,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  16  26  36  44  49  52  55  59  67
  79  99 128 164 201 231 252 267 279 296 319 354 406 477 561 657 757 837
 853 776 617 428 261 143  71  31  12   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0021437323142813607
-29.2218431663333,-41.9503106388975,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  15  23  33  43  52  61  69  77  86
  99 118 142 166 187 203 217 233 256 291 335 384 429 470 519 592 697 810
 872 828 673 465 275 141  64  26   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002141867850234914
-29.21121743883879,-41.84680166328456,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4  10  19  30  42  52  60  65  68  72  79
  93 115 142 168 188 201 212 229 255 287 323 365 410 461 518 591 687 792
 859 834 700 499 299 151  65  24   7   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0021379628829946476
-29.223154519033102,-42.013903155055914,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   5  11  19  29  39  47  54  60  67  74
  84  97 115 137 163 194 231 273 313 343 362 381 419 491 592 701 792 841
 826 735 583 407 249 135  65  27  10   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002125846305112124
-29.22860249204166,-42.031727235618405,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4   9  16  25  32  39  45  52  60  70
  83  98 116 137 160 187 222 266 315 360 401 440 483 529 580 648 742 834
 861 774 591 383 216 110  53  24   9   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0021194861920038823
-29.22698445501904,-42.01393476863343,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   5  10  19  29  39  46  53  60  68  79
  95 115 137 162 188 215 241 265 286 307 333 367 412 468 540 633 743 840
 872 800 633 431 254 132  62  26   9   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002113560385453768
-29.24187376523254,-41.978900966749634,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   9  17  26  35  43  49  54  59  66  76
  91 112 138 167 196 225 255 289 321 344 353 354 360 386 443 537 663 795
 877 852 710 503 304 157  70  27   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002112220957574633
-29.220488852780488,-41.9308446379555,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   9  17  25  33  40  46  52  60  69  79
  93 110 130 154 179 205 232 263 294 321 341 361 396 457 542 646 754 841
 864 790 630 434 260 137  65  27  10   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0021068698940888866
