L1PhaseSet,L2PhaseSet,currentProfileBinData,maximizeMe
-29.21307783502742,-41.92330570738009,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   7  15  26  38  48  56  63  70  77  86
  97 113 136 164 193 216 235 252 272 298 331 375 428 480 520 556 615 711
 807 826 722 527 322 168  77  32  12   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002592858472028172
-29.21304909538893,-41.860696973282074,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   2   6  13  22  32  41  48  56  62  69  76  85
  98 114 133 155 181 208 236 265 299 336 366 380 384 401 449 532 634 733
 798 799 712 550 362 200  92  35  11   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002589570171814565
-29.21386508312539,-41.941530851050075,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   5  12  21  32  42  51  57  61  66  74
  88 107 129 152 176 203 240 288 337 371 384 385 396 431 487 557 643 743
 822 823 710 515 311 158  67  24   7   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0025886416262993293
-29.222850986832526,-41.973962671879654,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  16  26  36  46  55  62  67  71  74
  82  98 123 155 188 219 248 277 307 332 352 369 397 446 517 602 695 781
 824 783 654 474 299 163  77  31  10   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0025858792624218175
-29.2217796620087,-41.920514053035774,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4  10  19  30  42  52  61  70  81  95
 113 136 160 184 206 229 255 285 308 320 324 333 357 401 462 533 612 701
 779 803 731 569 372 203  92  34  10   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0025828327606936172
-29.23660231932577,-42.02932369861386,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4  10  18  27  36  44  51  59  68  78
  89 101 115 133 157 190 233 286 346 405 449 470 471 465 471 509 593 714
 818 832 715 507 295 140  55  18   5   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0025650640108809313
-29.214225079203445,-41.92847600235677,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   8  15  23  31  37  43  50  59  69  81
  94 110 130 154 179 207 242 284 322 345 352 358 386 447 538 640 734 798
 811 755 629 461 294 162  77  31  11   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002564524118164451
-29.220077725907593,-41.92934636699845,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   3   7  13  22  32  41  48  54  58  62  67  75
  86 100 118 144 178 221 269 313 347 364 368 366 374 402 451 518 607 712
 801 817 726 549 350 187  84  31   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002563664368326639
-29.21481573865272,-41.91584614461739,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  15  24  32  41  50  60  71  82  94
 108 127 149 174 197 221 247 276 304 325 341 357 379 412 457 516 596 695
 787 818 743 572 368 197  87  32   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002559747461629448
-29.22945399595096,-41.959507975304405,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   5  10  17  26  34  42  48  55  63  72  82
  93 107 126 152 182 210 234 257 287 329 379 426 460 479 491 519 590 706
 820 844 735 529 314 156  65  23   7   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002552549099711369
-29.240018462007505,-42.05820367850647,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   3   8  15  24  33  41  51  63  77  91
 104 119 138 162 187 209 228 248 275 315 366 419 464 498 532 588 680 784
 841 796 647 449 268 141  67  29  11   3   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0025387171280367095
-29.23815475565306,-42.03632007646642,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   3   7  13  22  33  44  54  64  73  82
  94 112 139 170 201 227 244 258 275 303 340 386 440 500 559 617 688 773
 830 799 659 459 271 139  63  25   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0025321162518624
-29.223247998529637,-41.974734344010386,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   3   7  14  22  32  40  47  52  57  62  70  80
  94 112 133 155 179 201 222 244 271 308 353 402 446 479 509 555 634 742
 827 824 703 506 308 162  75  31  11   3   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0025315401078804187
-29.218816727229864,-41.924119748952194,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   7  14  23  32  40  46  51  58  67  78
  91 110 135 167 200 228 249 264 281 303 331 370 423 482 536 584 648 741
 828 830 708 502 297 149  65  26   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0025229689602299698
-29.229893476896518,-41.995327605910795,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4  10  18  28  38  48  58  66  71  75
  81  95 120 155 193 231 264 289 308 328 356 391 427 464 512 585 684 786
 842 804 665 469 280 142  61  22   7   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0025216049979632344
-29.212326793483655,-41.90592639445085,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   9  17  27  37  45  52  57  62  69  77
  88 104 126 154 188 224 260 291 314 332 350 373 403 440 484 543 630 738
 828 832 719 522 317 161  68  25   7   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.00252110810313214
-29.221664048297306,-41.914578564987245,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   6  12  22  32  41  48  53  58  63  70  81
  97 120 149 181 211 234 248 255 261 274 298 338 391 454 515 572 637 720
 796 809 719 543 346 187  86  34  12   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002520011166698223
-29.213926485095225,-41.8729224962087,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   2   6  12  20  28  36  43  51  58  67  79  96
 119 145 172 194 209 218 225 235 251 275 309 354 404 451 490 525 576 660
 758 809 755 594 390 213  96  36  11   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002501430915073896
-29.22064883420528,-42.06040282169161,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   3   8  17  28  39  51  60  67  72  77
  85 100 121 147 172 195 218 248 289 338 393 446 487 516 543 595 685 788
 838 782 624 427 255 138  70  33  14   5   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024999921875366207
-29.219561269249283,-41.93230697774504,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   9  17  28  39  49  58  64  69  72  77
  84  97 115 138 167 197 226 254 285 323 367 411 449 483 524 580 662 761
 832 813 683 486 293 152  69  27   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024975271114517426
-29.247893316756496,-42.08664793745012,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   2   6  12  21  31  39  46  54  63  74
  87 102 120 143 170 203 244 291 334 366 387 411 451 508 572 640 717 795
 830 771 616 418 243 124  56  23   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024960484511269516
-29.23516369051567,-42.011412934844614,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   3   8  16  25  35  44  52  59  65  71
  80  92 109 129 154 186 226 274 323 371 415 459 500 536 567 610 685 777
 828 779 626 426 245 121  53  20   7   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002495589822309488
-29.21834547296786,-42.06040282169161,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   1   4  10  19  29  41  51  60  68  75
  85 100 122 154 196 244 292 333 361 378 389 398 412 429 451 492 578 709
 830 852 736 525 310 152  62  22   6   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002492889823203488
-29.21038863915402,-41.88885203717111,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   7  14  23  35  46  55  63  69  75  83
  95 115 141 174 211 247 281 311 334 346 346 344 352 378 423 487 573 674
 766 803 745 593 396 220 100  37  11   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024879779028735864
-29.23213981461219,-42.0463449967678,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   1   4  10  18  27  36  45  53  62  72  82
  94 108 127 151 178 208 241 273 301 323 343 372 420 493 581 668 744 799
 809 746 610 436 273 151  74  32  12   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002487415968929113
-29.215992352003468,-41.91617041001458,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   3   8  15  23  32  39  45  51  56  62  67  74
  86 105 131 161 192 222 253 281 305 324 342 366 397 434 478 536 620 728
 821 835 731 539 333 172  75  28   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002487008227976918
-29.21413999333441,-41.87443025184291,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   6  12  21  31  40  48  54  59  65  71  80
  93 111 134 162 191 218 243 269 299 329 354 372 390 417 461 528 620 727
 814 827 732 549 346 182  80  29   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024839757066177945
-29.210291800390674,-41.91167209959974,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4  10  18  27  37  46  55  63  69  74  80
  91 110 137 169 199 223 242 257 271 287 309 344 398 466 537 602 670 749
 814 808 698 511 316 166  76  30  10   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024640709031819095
-29.23349021288399,-42.04759005283245,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   2   6  13  24  35  46  54  61  66  73
  85 103 129 157 181 202 225 257 301 350 393 426 457 496 554 632 726 808
 833 766 614 424 254 132  60  24   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002462292475578076
-29.23516369051567,-41.89728156428801,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   6  13  22  33  43  51  57  62  68  77  90
 108 128 148 169 191 217 242 262 278 296 325 364 403 435 464 506 576 676
 779 824 759 590 381 203  89  32   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024535832809251443
-29.229080755442354,-41.99397949883812,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  13  22  32  42  51  59  68  78  88
  99 109 120 135 156 185 221 265 314 361 397 420 437 458 497 563 661 772
 844 818 680 479 285 145  64  24   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002451031927034864
-29.21902681763387,-41.89748307939003,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   9  18  28  38  46  52  58  64  72  82
  95 112 136 168 205 241 269 286 295 298 303 321 363 430 510 588 666 746
 809 808 706 524 328 174  79  31  10   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002450737485794902
-29.215637022304044,-41.94656498354755,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  16  25  35  44  53  60  68  76  85
  98 120 148 179 208 232 251 270 288 307 327 353 390 433 475 521 596 708
 814 840 742 551 344 182  82  31  10   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024471538257478777
-29.233968097198844,-41.98661447572534,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  13  22  32  41  48  54  60  68  76
  87 101 123 153 192 232 265 285 296 307 331 372 423 477 533 600 688 784
 842 808 668 468 278 142  63  25   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002443746356768279
-29.215105720378716,-41.88331229772754,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  15  24  33  42  50  58  65  71  75
  82  93 113 142 180 224 268 303 325 339 353 381 421 465 502 543 614 726
 833 851 733 519 301 143  56  18   5   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002443651502593047
-29.223659718562875,-41.97684156253537,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   5  11  20  31  42  53  62  69  77  88
 102 122 145 168 190 209 226 242 262 289 330 384 442 491 531 578 653 754
 834 824 695 492 293 150  68  28  11   3   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024363445805992237
-29.235698580853132,-41.95363868157398,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   9  17  26  36  45  54  62  70  80  93
 107 126 150 179 212 244 270 286 293 297 302 314 339 386 457 545 641 729
 790 791 710 557 376 216 104  42  14   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024318882051280084
-29.2065900920943,-41.93958565641733,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4  10  17  25  33  39  45  52  61  70  80
  91 105 124 149 178 210 244 278 313 342 362 383 413 456 506 568 656 767
 850 833 693 483 284 145  66  27  10   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002430817425294911
-29.226789338017827,-41.94616834632679,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   5  11  19  29  38  47  55  61  66  70  76
  86 104 131 164 199 230 252 263 268 275 298 344 409 480 542 594 658 745
 821 818 703 510 313 166  78  33  12   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024211229860086913
-29.20242477629519,-41.8245501888882,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   2   6  12  22  31  40  46  51  56  62  68  77  90
 107 128 150 172 193 213 229 239 249 267 298 338 380 424 477 549 640 731
 790 786 705 560 386 227 111  45  15   4   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024155787353754205
-29.215747398044634,-41.946878564346115,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  16  25  35  43  49  54  59  67  81
  99 120 142 165 189 216 245 276 307 335 355 367 381 411 468 554 662 770
 839 822 704 515 319 166  73  27   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002413931312865876
-29.213476412634176,-41.86815704182425,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   1   3   8  15  24  33  41  48  54  59  63  69  76
  86 102 125 156 191 227 259 283 301 316 340 374 414 448 474 510 582 697
 813 850 758 560 341 171  71  24   7   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024133758923589486
-29.233770704980152,-41.94137693369734,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  16  26  36  46  53  59  65  71  78
  88 104 126 151 176 198 221 247 274 299 327 370 440 526 610 676 730 777
 798 753 626 450 278 150  72  31  12   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002412448702839274
-29.237820287610333,-42.098293693387305,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   1   5  11  20  30  40  49  57  64  73
  83 100 124 156 190 220 244 265 287 318 362 418 482 545 605 666 736 801
 817 742 584 397 238 130  66  31  13   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002409393745109197
-29.222931328790768,-41.973494524146545,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   7  14  23  33  41  48  54  59  66  75
  88 106 129 160 199 241 285 327 362 385 393 394 396 403 417 450 523 641
 770 836 775 596 375 191  79  26   7   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002408499078227839
-29.218368856991315,-41.91919482058432,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4  10  18  29  41  51  58  64  67  71  77
  88 104 126 154 184 216 248 277 299 315 332 356 389 434 498 588 694 790
 836 797 669 488 309 169  80  32  11   3   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024062806967238655
-29.238571676554894,-42.02284021805619,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  12  21  31  40  49  57  64  70  78
  87 101 121 144 170 196 222 253 292 338 388 436 476 505 534 587 680 791
 852 804 646 440 256 131  61  26  10   3   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0024022780553601257
-29.21298173407905,-41.87004162714831,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   5  11  20  29  37  44  50  57  65  76  89
 106 126 148 174 202 233 259 276 280 283 300 343 404 462 495 518 571 676
 795 844 763 574 356 183  79  30   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002400595421505958
-29.23660231932577,-41.94137693369734,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   8  16  25  34  41  46  51  56  64  74
  88 107 134 168 204 236 260 277 289 301 319 350 399 464 538 613 694 781
 839 811 675 475 285 147  67  27   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0023915712670477124
-29.216896945493346,-41.94137693369734,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   9  18  28  38  47  53  58  64  71  80
  93 112 137 166 196 225 253 281 301 309 308 316 355 432 534 637 723 786
 811 772 653 482 308 172  85  37  14   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002390614321343447
-29.232166390683354,-41.99352541623255,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   3   7  13  21  30  38  45  51  58  66  77
  91 110 134 161 187 209 228 248 277 322 381 440 480 496 507 549 644 772
 860 834 683 468 269 131  56  21   7   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0023897335803473824
-29.221221619151347,-41.91584614461739,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   6  13  23  35  45  52  55  57  59  65  77
  96 123 153 181 202 216 231 250 274 296 312 328 364 429 516 609 699 778
 820 787 665 491 318 184  96  45  18   6   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0023866144536292965
-29.222183961993807,-41.959519829647576,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  13  23  34  44  52  59  65  72  80
  92 109 135 169 207 244 275 299 317 335 357 379 397 411 432 479 567 693
 811 849 760 568 352 180  76  27   7   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0023856430770352152
-29.211819329081887,-41.93341334902608,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   5  11  19  29  38  47  55  63  70  77
  87 101 120 143 167 193 223 259 298 334 366 400 447 514 596 680 755 807
 811 740 598 422 260 139  64  26   8   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002362482309318824
-29.2276917030563,-42.01935343621424,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   5  11  19  28  37  45  53  60  66  73
  82  96 116 147 187 233 275 304 319 329 342 368 408 464 536 627 731 819
 846 777 623 435 266 142  67  27   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0023606910829901103
-29.221221619151347,-42.10259693861564,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   2   6  13  22  32  41  48  55  62  70
  81  94 114 140 172 205 237 268 300 338 387 450 518 574 614 658 728 801
 812 720 549 367 226 134  77  40  18   7   2   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.0023565578841944564
-29.239940840252693,-42.043333699971484,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   2   6  12  21  31  41  49  55  59  63  67
  74  87 108 136 166 195 224 257 297 340 383 427 481 544 609 672 739 799
 812 739 585 402 244 135  68  32  13   4   1   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.00235389922108266
-29.209739499448887,-41.94137693369734,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   1   4   9  17  27  36  44  51  58  65  74  85
  99 118 142 169 199 232 266 297 321 335 344 358 381 410 442 487 569 692
 812 851 760 567 352 183  80  29   9   2   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002352140445568899
-29.22943317871865,-41.869414059321066,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   5  11  19  30  40  49  56  61  66  72  82
  98 121 149 176 201 222 241 262 288 320 357 395 422 432 437 466 545 672
 798 849 773 588 368 189  79  27   7   1   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]",0.002339637400678358
