0,1,2,3,4,5,6
1e-06,1.1932171384813e-06,1.23988233607525e-07,8.12206168193291e-07,9.54061593692347e-08,4.96042247535418e-07,7.85319071845227e-08
1e-06,7.09039993781057e-07,-3.32366991712256e-07,9.25821524508773e-07,-3.0898145626952e-07,1.18403940996396e-06,-2.94285935792995e-07
1e-06,-3.32888830025751e-06,-4.43476878652004e-07,-3.05470011161484e-06,-4.20960636902056e-07,-2.87439632540042e-06,-4.04241494940405e-07
1e-06,6.15223733530621e-06,1.73160959781499e-06,5.60834054436944e-06,1.69193096376582e-06,5.0916108753634e-06,1.65813101555778e-06
1e-06,6.44974160956125e-06,9.9308642808181e-08,6.84522956093965e-06,3.19602566582054e-08,7.42992353037384e-06,-1.20028675094854e-08
1e-06,1.36752329016492e-05,1.47404277789417e-06,1.31561284935395e-05,1.38665497827089e-06,1.29251338555099e-05,1.32796442887255e-06
1e-06,-5.25218586525438e-07,2.71412893762575e-07,-2.14608883881439e-06,2.76006370633242e-07,-3.72163725283425e-06,2.8044863167909e-07
1e-06,-1.92060389263415e-06,-7.44595421593463e-07,-8.75607686764883e-07,-6.95905342112019e-07,1.28970753229942e-07,-6.66439656054522e-07
1e-06,-4.6531106195799e-06,5.57412805917076e-07,-5.2084113971447e-06,6.38317595293141e-07,-5.93246491559481e-06,6.82203207035428e-07
1e-06,5.29974136177317e-06,-3.47562834982663e-07,6.00290358253809e-06,-4.28311958919577e-07,6.86706735845966e-06,-4.71984955552266e-07
1e-06,9.08239014986829e-07,7.16315535144675e-07,4.79116603400607e-08,6.95891988285715e-07,-7.74524973821316e-07,6.73532389624612e-07
1e-06,3.83572691123945e-06,-1.80448669454584e-07,4.29462466739936e-06,-2.47501648591467e-07,4.87227902957804e-06,-2.84369152683282e-07
1e-06,-3.60935204869107e-06,7.32194533450714e-07,-4.70224455311336e-06,8.05770963434099e-07,-5.93417717563837e-06,8.42447058692008e-07
1e-06,-3.52838306935356e-06,-2.61165137849385e-07,-3.74815059767038e-06,-2.32961017813269e-07,-4.05326261611531e-06,-2.15676114165109e-07
1e-06,-5.23307596074546e-06,-4.50000415910164e-07,-4.09616361592422e-06,-3.73565463958462e-07,-3.16558853949234e-06,-3.27620186289331e-07
1e-06,2.9587418224428e-06,4.11859856926232e-07,3.39462688995674e-06,3.66229137424358e-07,3.85353111602478e-06,3.41446071536159e-07
1e-06,-2.80572596769875e-06,1.81135818023588e-07,-2.88253112932658e-06,1.94424190713624e-07,-3.08503721706494e-06,2.03831990457634e-07
1e-06,1.4482328507071e-06,-3.23810175156427e-07,1.47762101539605e-06,-3.43055726954035e-07,1.60027232528961e-06,-3.53766422629277e-07
1e-06,-2.73523751629744e-06,-6.65536301024551e-07,-2.20860916869982e-06,-6.92181661234919e-07,-1.70294428123158e-06,-7.0446225101659e-07
1e-06,2.53182633521535e-06,-1.37740087499379e-07,3.31942537133207e-06,-1.90708975644847e-07,4.19796404455816e-06,-2.2344604217828e-07
1e-06,1.89131304123723e-06,5.077760325413e-07,1.54250702415506e-06,4.87543468060321e-07,1.23853104113343e-06,4.70454242946047e-07
1e-06,3.70979255148702e-06,9.7430000290354e-07,2.60711828966716e-06,9.67420254715228e-07,1.54495884735558e-06,9.64000785630964e-07
1e-06,5.20951722772279e-06,-5.24181342490038e-07,5.24604091683359e-06,-6.1174689410877e-07,5.51309655442299e-06,-6.58399464453946e-07
1e-06,-2.13045781627741e-06,-2.95828776657249e-07,-2.56191824672453e-06,-2.77817391933172e-07,-2.99186117527928e-06,-2.65761436655844e-07
