0,1,2,3,4,5,6
1e-06,-3.07729949770098e-06,-4.32822394127302e-07,-2.97593585603731e-06,-4.86510687015492e-07,-2.77737090568843e-06,-4.82059614643336e-07
1e-06,2.10252499922924e-06,-4.78273319084675e-07,2.15588327524622e-06,-4.34733043263566e-07,1.8094706032826e-06,-5.05348224018381e-07
1e-06,-1.90835433313589e-06,-6.67673175917809e-07,-1.77844106240788e-06,-6.70965551035539e-07,-1.40983052051795e-06,-6.42657431624487e-07
1e-06,-4.91324269526555e-06,2.12598131088544e-07,-5.00373688329127e-06,1.81767803872572e-07,-4.47613683028255e-06,3.37282451190838e-07
1e-06,-7.7330353217216e-06,-1.6206888159367e-06,-7.61919585097067e-06,-1.60762211220802e-06,-7.06744742531406e-06,-1.60751985462752e-06
1e-06,-3.77974774624267e-06,-1.44762915128553e-07,-3.80359054787781e-06,-1.36783183786145e-07,-3.25330924458677e-06,-4.36178106939091e-08
1e-06,3.33912968535395e-06,-1.45400966756587e-06,3.71174324330222e-06,-1.42543932362595e-06,4.05501592955905e-06,-1.67932404326005e-06
1e-06,-5.11007054265102e-07,-7.35418164032791e-07,-3.94199565168827e-07,-7.20300969684487e-07,-1.14855045396103e-07,-7.51614929521018e-07
1e-06,2.65434444095441e-06,-1.81042735041861e-07,2.81731564098886e-06,-1.92229382806666e-07,3.15791161553587e-06,-2.54857871697576e-07
1e-06,-3.71288234248306e-06,1.18113201923093e-06,-3.99981092226159e-06,1.14900377318802e-06,-3.94565548705309e-06,1.36383986871371e-06
1e-06,-1.42101113906547e-06,-4.83235263675626e-07,-1.28916152394764e-06,-4.99605082164669e-07,-9.44544096148569e-07,-4.8787027797868e-07
1e-06,-3.63578445999385e-06,-9.84719344545954e-07,-3.48791901269532e-06,-1.00275216566908e-06,-3.09329684072273e-06,-1.01776814680272e-06
1e-06,1.99746609630674e-06,-4.5670755657977e-07,2.16768175888557e-06,-4.54393942883626e-07,2.36407477106762e-06,-5.12652555681505e-07
1e-06,-6.13985078051149e-07,1.06086327939318e-06,-9.55688710554112e-07,1.08653492573666e-06,-1.48258546673129e-06,1.18499867201526e-06
1e-06,-1.7522428847216e-06,1.54802340099949e-06,-2.15428121880378e-06,1.53436626583294e-06,-2.50868404156674e-06,1.69585616099564e-06
