0,1,2,3,4,5,6
2e-06,-7.32742882930876e-06,-6.3827362167729e-07,-7.24722439612016e-06,-4.8027990685114e-07,-7.38125767008897e-06,-5.50079289017981e-07
2e-06,-1.05925888575384e-06,7.61693835968267e-08,-3.01272770113303e-06,1.66090394949392e-07,-3.54535972120911e-06,1.29603472576258e-07
2e-06,-1.12461510212617e-05,-5.0778690936432e-07,-1.09259591297166e-05,-2.10324736893708e-07,-1.1128929104357e-05,-3.4566417199345e-07
2e-06,9.60465130000203e-07,5.46454204924247e-07,9.79217245871169e-07,5.50210338480247e-07,8.3500866978033e-07,5.54934790682529e-07
2e-06,-2.99546480101871e-06,-1.08653122104728e-06,-3.39055388988e-06,-1.05440466796299e-06,-3.24631706621309e-06,-1.04991798553242e-06
2e-06,3.36997261474777e-06,-1.64833437407612e-06,4.06217477140434e-06,-1.92845995331238e-06,4.87117986074225e-06,-1.81225135136816e-06
2e-06,9.75743890976288e-06,1.35285958806911e-06,8.57929676391468e-06,1.22988057247235e-06,8.27803037237375e-06,1.27347000183838e-06
2e-06,4.20760004618789e-06,-1.02521861510239e-06,4.50770628134855e-06,-1.29124472400215e-06,5.07487615202456e-06,-1.22815016660497e-06
5e-06,7.99683947718838e-06,4.60696468345865e-06,5.51833778775244e-06,4.63768082598038e-06,3.29945927217701e-06,4.78502977564634e-06
5e-06,1.43288302734183e-05,4.00296563168128e-06,1.20059527048377e-05,4.12800667231278e-06,1.07077744660924e-05,4.0714547743768e-06
5e-06,-2.34978454732743e-05,-3.61103825402818e-06,-2.0690598459695e-05,-3.36589109271646e-06,-2.00903537694005e-05,-3.34775783490971e-06
5e-06,4.59918427059719e-06,4.06064490937082e-07,6.22030755057168e-06,4.0580053537212e-07,6.55932276020725e-06,4.52466110766364e-07
5e-06,1.98517274413272e-05,3.21049912312938e-06,1.65494203890501e-05,2.9655601755436e-06,1.52463085233346e-05,3.08114939629897e-06
5e-06,-2.12752836264556e-05,3.13785642312503e-06,-2.16104565986785e-05,4.06898710216997e-06,-2.37110890372428e-05,3.75848470413259e-06
5e-06,8.30060163020499e-06,-3.32827138434034e-07,8.89812215216077e-06,-5.58348824844159e-07,1.0166486221519e-05,-6.85576018105345e-07
5e-06,4.05080841193109e-06,-2.71007432301903e-06,9.4135099616512e-06,-3.2245478858477e-06,1.20954507322706e-05,-3.09910098023525e-06
5e-06,7.65153414951216e-06,3.03895387205928e-06,1.04265402871734e-05,2.9402648545645e-06,1.02840203640041e-05,3.02788393274944e-06
5e-06,-2.05510296773371e-06,-2.30512197097947e-06,-2.89646608500791e-08,-2.34235087413418e-06,1.27194540595513e-06,-2.33548502657625e-06
5e-06,-1.21513317850647e-06,7.91260228207819e-07,-1.92970533819747e-07,9.69733017037551e-07,-4.38562923835525e-07,9.16587124224002e-07
5e-06,1.14398802976624e-05,5.18741986529794e-06,6.35389437682989e-06,5.43016537797196e-06,3.65605569598721e-06,5.30989729616796e-06
5e-06,-8.02363444285955e-06,3.43655825940229e-06,-3.30061066385086e-06,4.06606956870534e-06,-3.21230230774269e-06,3.71124709284743e-06
5e-06,1.48379913813485e-05,-3.92957974403051e-06,1.42915488756557e-05,-4.85954176290011e-06,1.59274264152763e-05,-4.46629243670676e-06
5e-06,-2.17053702692993e-05,6.39694242094843e-07,-2.52435333644388e-05,1.23254414991712e-06,-2.78167195070831e-05,1.19338384443168e-06
5e-06,-1.93257750169222e-05,-2.77581357141674e-06,-1.61846737213296e-05,-2.50143504121484e-06,-1.53834402086686e-05,-2.65716709133339e-06
5e-06,-8.48299579129253e-06,-2.42739706578089e-06,-6.38824852306576e-06,-2.45520581776778e-06,-5.54623615478471e-06,-2.28933188421215e-06
5e-06,1.87561226613738e-06,2.40094726683116e-06,-1.77511043779452e-06,2.56637018677985e-06,-3.27101519437045e-06,2.45469511312777e-06
5e-06,2.42797771344689e-05,7.26008678101353e-06,1.89693813292298e-05,7.45089772483996e-06,1.62311633033136e-05,7.33363408127488e-06
5e-06,-2.51111003751556e-05,-4.68298732292225e-06,-1.79611967554939e-05,-4.42236090329087e-06,-1.54125570337068e-05,-4.42431107591102e-06
5e-06,-1.60589458995095e-06,4.03152996767012e-08,-2.16756341988862e-06,8.05572510378763e-08,-2.33495948427908e-06,-1.06924049841203e-08
5e-06,6.70438755469172e-06,2.41024366659325e-06,6.93177468214984e-06,2.75138326685443e-06,6.88355640693246e-06,2.58507821958118e-06
5e-06,-1.6348771827527e-05,-6.46461087915332e-06,-1.39076149967235e-05,-6.73010154110797e-06,-1.18947068338631e-05,-6.59938826918057e-06
5e-06,5.86013054043692e-06,-2.7517748693736e-06,6.04070483617592e-06,-3.16422586481415e-06,6.80382242155771e-06,-2.90390503023529e-06
5e-06,-1.40930755461909e-05,-4.19976640707497e-06,-1.27186975342153e-05,-4.25722510144535e-06,-1.16310588480991e-05,-4.228088495573e-06
5e-06,-3.08650308043991e-05,-6.84018441582788e-06,-2.42073528564568e-05,-6.62726564051147e-06,-2.16809508734092e-05,-6.71763405901883e-06
5e-06,-1.83861632904067e-05,3.6379022893537e-07,-2.2769435482099e-05,8.96061602519895e-07,-2.5044860291793e-05,7.77270320926574e-07
5e-06,2.17367655074138e-05,5.06878630030685e-07,2.10028918091386e-05,-1.3899226195185e-07,2.12705387879699e-05,7.49825786758673e-08
5e-06,-1.12152392536941e-05,5.19389759385507e-07,-1.18273383587348e-05,1.06216422677708e-06,-1.28146940017097e-05,9.70089766348187e-07
5e-06,-2.6196436717971e-05,-1.89798450407986e-07,-2.77059352116391e-05,5.08193845765377e-07,-2.93754929250007e-05,2.8135654988385e-07
5e-06,-5.54736049333269e-06,-6.92939948954329e-06,-1.47742070138626e-06,-7.30370489265717e-06,1.62642797269197e-06,-7.14041036513189e-06
5e-06,2.24689128878983e-05,3.94694560255842e-06,1.45773048711011e-05,3.79934203545191e-06,1.15715457350816e-05,3.89145212061656e-06
5e-06,4.12071973937918e-06,9.89480044103155e-07,5.45784637415831e-06,1.06105565742868e-06,5.75779803537916e-06,1.03777045269309e-06
5e-06,3.3219120762397e-06,-2.3782294696999e-06,1.92073421148386e-06,-2.55544457489195e-06,1.9769031071773e-06,-2.41899105975414e-06
5e-06,3.24495900233322e-05,1.71899311818409e-06,2.82550357100241e-05,9.06159835611637e-07,2.77403812345893e-05,1.12825776372427e-06
5e-06,4.10996976285666e-06,-2.89695651505292e-06,8.48112501414211e-06,-3.43248623253078e-06,1.0974693309301e-05,-3.34079689563547e-06
5e-06,-8.00594640973525e-06,-2.38801259945231e-06,-6.89367370497926e-06,-2.53760169362447e-06,-6.51905777851758e-06,-2.4811535445055e-06
5e-06,4.27697910210197e-05,1.52343162772021e-07,4.09819987999811e-05,-1.08063873067987e-06,4.25472996724266e-05,-7.99803001407682e-07
5e-06,2.23853678047234e-06,4.66664339403863e-07,3.23190693730429e-06,4.53555051929468e-07,3.35751775506863e-06,5.88530110235443e-07
5e-06,3.12460662531587e-06,-1.60292187035082e-06,7.13507521752955e-07,-1.91625720640749e-06,6.1315018251775e-07,-1.79765916620383e-06
5e-06,2.48411205792693e-05,1.05807363874422e-06,2.58953783581678e-05,4.38765406505932e-07,2.70948505737407e-05,5.09416307276278e-07
5e-06,-4.25677926457084e-05,-1.81365649172007e-06,-4.26046345166881e-05,-7.78988826311019e-07,-4.37635611083455e-05,-1.06146567605732e-06
5e-06,-8.51115258461035e-06,2.14511759578335e-06,-7.98253479722481e-06,2.46052349157732e-06,-8.77020536122822e-06,2.27132670771503e-06
5e-06,-4.31548376744306e-05,-6.17945689985691e-06,-3.78159299092713e-05,-5.3445820716005e-06,-3.61230458975867e-05,-5.6225399063763e-06
5e-06,3.07560646294937e-05,-1.96138127131795e-06,3.06241288000774e-05,-3.01786953484474e-06,3.28056286128957e-05,-2.73558414625678e-06
5e-06,-1.53389138564527e-05,4.2154035786764e-07,-1.33308017700546e-05,9.70880270454418e-07,-1.34678461917845e-05,7.2320550509132e-07
5e-06,2.19402656201599e-06,-4.32525342310277e-07,-5.40520998717889e-07,-7.75691450261575e-07,-1.36140086579136e-06,-5.33571565944091e-07
5e-06,4.97937983996441e-06,-7.33317136350266e-07,6.39793414750797e-06,-1.04717910652189e-06,6.79869811652533e-06,-7.15990412012936e-07
5e-06,2.35382808706594e-05,-5.49722008544282e-06,2.37887711175271e-05,-6.85009992910162e-06,2.64698275111236e-05,-6.41080034414824e-06
5e-06,-4.82546522682033e-06,-5.39185416027761e-06,-5.346778886875e-06,-5.67769132530938e-06,-3.65153203973537e-06,-5.73360806838773e-06
1e-05,3.27607889467986e-05,6.13694411859283e-06,2.96910789004408e-05,5.22680568735878e-06,2.77852474790035e-05,5.59730944424549e-06
1e-05,4.23340447856792e-05,8.85871351598628e-06,4.15718725559279e-05,8.555669234155e-06,4.0961245542804e-05,8.48379155102451e-06
1e-05,3.79046440724228e-05,6.83388443066024e-06,3.72153509487181e-05,6.88367031587343e-06,3.70048924587007e-05,6.69550840302942e-06
1e-05,4.21349971403795e-06,1.06165669999803e-05,-6.89710415639087e-06,1.17859239167102e-05,-1.37677686053881e-05,1.15880129861489e-05
1e-05,-7.15427120558889e-06,1.73185079582589e-06,-8.9462160836104e-06,1.86945900789361e-06,-1.10284503078372e-05,1.71944515319921e-06
1e-05,4.36411576906378e-06,-7.79119267807493e-06,2.84752353750909e-06,-8.87141536066117e-06,4.56551631259657e-06,-8.22913657759897e-06
1e-05,-7.25083431577741e-05,-9.52018545514356e-06,-6.25112050623925e-05,-8.63927023589845e-06,-5.9767423026752e-05,-8.95730947182293e-06
1e-05,-6.67395841371873e-05,-1.54177265548447e-05,-5.55779687123528e-05,-1.54487678163866e-05,-5.06678732640793e-05,-1.5451602846639e-05
1e-05,-4.41619396377866e-05,-7.09950777147884e-07,-3.39760144851297e-05,5.11769657528199e-07,-3.29199058309369e-05,1.21962135871634e-07
1e-05,-7.26796152489271e-06,8.41694089849999e-06,-1.49580418042193e-05,9.65597346065844e-06,-2.08815474729951e-05,9.54145700355833e-06
1e-05,7.73980467741183e-06,1.53955333761344e-05,-3.18200270980119e-06,1.72432525112948e-05,-1.00858088418044e-05,1.63850653402125e-05
1e-05,1.7015869669947e-05,-1.69562702692185e-06,2.1785985689496e-05,-2.03712326081819e-06,2.48839970808331e-05,-1.80397386830781e-06
1e-05,-3.44480313914057e-06,2.61122147613889e-07,1.61090996792608e-07,3.29478446315325e-07,1.27098637705941e-06,2.18331373962522e-07
1e-05,-5.82656942200318e-05,-2.66564004608346e-06,-5.65371660154008e-05,-1.26199201268689e-06,-5.7526150820431e-05,-1.79293475834078e-06
1e-05,-5.734984539838e-05,-1.77639932045898e-06,-5.14706613134047e-05,-2.00447522141414e-07,-5.18295386284044e-05,-5.53318536302245e-07
1e-05,2.45413619653961e-05,5.28533711153934e-06,2.28512658809995e-05,5.38257523873952e-06,2.16094323809699e-05,5.48077667936915e-06
1e-05,-1.56413506056869e-05,-1.10886774406496e-05,-1.19562214090196e-05,-1.15925629316473e-05,-7.93056607152008e-06,-1.13366294388297e-05
1e-05,-5.91534553693747e-06,2.792459965896e-06,-5.6184727612699e-06,2.80799989286486e-06,-5.4851602919961e-06,2.48964108799983e-06
1e-05,3.48386032300303e-05,3.7781390488078e-06,3.03756461214238e-05,3.61394698357298e-06,2.92997439157866e-05,3.67638754242671e-06
1e-05,7.39450298766661e-05,1.21349178128503e-05,6.55426228200172e-05,1.15062593197913e-05,6.32151113497268e-05,1.14463851027337e-05
1e-05,2.65873929616848e-05,-2.41711062980536e-06,2.24833849330057e-05,-3.12900755771814e-06,2.37452989547545e-05,-2.98856734443538e-06
1e-05,4.36135960940957e-05,5.94371300350815e-06,3.90064951223943e-05,5.49415846974283e-06,3.78075251432067e-05,5.69675934785122e-06
1e-05,-9.32386118307002e-06,-3.79679700729262e-06,-6.21663886679043e-06,-3.71165236745529e-06,-4.36203993551969e-06,-3.657385653809e-06
1e-05,-5.29255073102123e-05,-1.47870903671424e-06,-5.66694207990491e-05,2.33536203366855e-07,-6.02116636355044e-05,1.49346501464774e-07
1e-05,-4.88549980736786e-05,7.85970245231121e-08,-4.67923524260091e-05,1.30212080489449e-06,-4.86083302877712e-05,1.11644021157869e-06
1e-05,-4.06298547473594e-05,-6.64233523734062e-06,-3.81309458214561e-05,-6.47026058118442e-06,-3.75207362608838e-05,-6.53633954268199e-06
1e-05,3.58705921007182e-05,-4.34735288179746e-06,4.53197520878594e-05,-5.92534503425062e-06,5.10947116139698e-05,-5.61849813293792e-06
1e-05,4.2327087479631e-05,-1.27232608198661e-05,5.02381285952104e-05,-1.53594667903342e-05,5.84763595671123e-05,-1.46133372816507e-05
1e-05,1.04057256206046e-05,-3.24928041288809e-06,9.04025990912957e-06,-3.50662136227771e-06,9.8496079415756e-06,-3.58820814509855e-06
1e-05,9.03358762388735e-06,3.16513105930746e-06,3.33780047617375e-07,3.23050293925396e-06,-2.80649035654754e-06,3.33157070778645e-06
1e-05,-3.38569919374678e-05,7.402686417209e-06,-2.84860740750294e-05,9.04376914642319e-06,-3.04886936035576e-05,8.33934670258177e-06
1e-05,-6.59722713890752e-05,-1.04389697011834e-05,-5.66853930980658e-05,-9.53134622689591e-06,-5.3466796952641e-05,-9.76414555343061e-06
1e-05,3.90185659114673e-05,-6.82168142268468e-06,4.45539148194194e-05,-8.51164211973636e-06,5.0542152616635e-05,-8.0766169380484e-06
1e-05,4.50981315472634e-06,6.0489380317174e-06,-3.16437195074109e-06,6.66593549683354e-06,-7.03809093939934e-06,6.28531057010328e-06
1e-05,4.20687611847715e-05,-5.16501163170683e-07,3.55976671049867e-05,-1.9648208923015e-06,3.58681239194494e-05,-1.51080907376835e-06
1e-05,1.26395455818004e-05,-3.98290729640525e-06,1.4207792882345e-05,-4.65483638821737e-06,1.62905655045966e-05,-4.22990605807232e-06
1e-05,-1.72813464604356e-06,-1.12242134513486e-06,-8.20847233085819e-06,-1.22208537750684e-06,-1.01194481251465e-05,-9.33418264261537e-07
1e-05,3.67512534734101e-05,8.19896438200058e-06,3.65684245660784e-05,7.56396556151445e-06,3.49359540568581e-05,7.76440326333052e-06
